Episode #,Training Iter,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Wall-Clock Time,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Discounted Return/Mean,Discounted Return/Stdev,Discounted Return/Max,Discounted Return/Min,Entropy/Mean,Entropy/Stdev,Entropy/Max,Entropy/Min,Advantages/Mean,Advantages/Stdev,Advantages/Max,Advantages/Min,Values/Mean,Values/Stdev,Values/Max,Values/Min,Value Loss/Mean,Value Loss/Stdev,Value Loss/Max,Value Loss/Min,Policy Loss/Mean,Policy Loss/Stdev,Policy Loss/Max,Policy Loss/Min,Value Targets/Mean,Value Targets/Stdev,Value Targets/Max,Value Targets/Min,KL Divergence/Mean,KL Divergence/Stdev,KL Divergence/Max,KL Divergence/Min,Likelihood Ratio/Mean,Likelihood Ratio/Stdev,Likelihood Ratio/Max,Likelihood Ratio/Min,Clipped Likelihood Ratio/Mean,Clipped Likelihood Ratio/Stdev,Clipped Likelihood Ratio/Max,Clipped Likelihood Ratio/Min
88,4.0,0.0,778.0,8.0,91.0,5908.0,0.0,54.21500000999999,54.21500000999999,0.0,990.8653137683868,,,,,,,,,,,,,,,,16.66630201176239,17.470055993441388,52.76780062957097,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,4.0,0.0,814.0,9.0,37.0,5945.0,0.0,11.209000009999992,11.209000009999992,0.0,996.4110252857208,,,,,,,,,,,,,,,,2.427364879471347,3.1895837481025295,11.132747621960995,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,4.0,0.0,993.0,10.0,180.0,6125.0,0.0,153.30700001,153.30700001,0.0,1020.1623404026031,,,,,,,,,,,,,,,,64.86999966682123,43.952757179585475,141.8371071768159,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,4.0,0.0,1211.0,11.0,219.0,6344.0,0.0,198.30900001,198.30900001,0.0,1048.7799263000488,,,,,,,,,,,,,,,,85.00299413416431,56.22840558733452,179.9583055943468,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,4.0,0.0,1344.0,12.0,134.0,6478.0,0.0,104.20700000999999,104.20700000999999,0.0,1066.7006344795227,,,,,,,,,,,,,,,,44.47076210939569,31.08906797261251,98.39077942887927,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,4.0,0.0,1432.0,13.0,89.0,6567.0,0.0,64.11000001000005,64.11000001000005,0.0,1078.7716591358185,,,,,,,,,,,,,,,,23.36851061733145,20.690497588859046,62.11568676243727,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,4.0,0.0,1501.0,14.0,70.0,6637.0,0.0,52.70600001,52.70600001,0.0,1088.665450334549,,,,,,,,,,,,,,,,20.284635538900837,16.981501636335558,51.35771787569154,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,4.0,0.0,1543.0,15.0,43.0,6680.0,0.0,14.107000009999991,14.107000009999991,0.0,1094.982230424881,,,,,,,,,,,,,,,,3.3594716402181604,4.00840538192638,13.979882083194036,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,4.0,0.0,1585.0,16.0,43.0,6723.0,0.0,12.610000009999991,12.610000009999991,0.0,1101.1911416053772,,,,,,,,,,,,,,,,3.236536144554062,3.7515544577188744,12.486552043972706,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,4.0,0.0,1620.0,17.0,36.0,6759.0,0.0,15.006000009999994,15.006000009999994,0.0,1106.5720384120941,,,,,,,,,,,,,,,,3.88156318711688,4.600970168692782,14.88503032877969,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,4.0,0.0,1723.0,18.0,104.0,6863.0,0.0,56.81300000999998,56.81300000999998,0.0,1120.6990156173706,,,,,,,,,,,,,,,,22.73825089318749,18.27820734186876,54.52548565365535,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,4.0,0.0,1769.0,19.0,47.0,6910.0,0.0,25.70800001000002,25.70800001000002,0.0,1127.4961767196655,,,,,,,,,,,,,,,,7.790034287387007,8.269913092391787,25.375033466246446,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,4.0,0.0,1808.0,20.0,40.0,6950.0,0.0,18.506000010000022,18.506000010000022,0.0,1133.5017898082733,,,,,,,,,,,,,,,,5.084139867572188,5.772377717339226,18.326044599764458,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,5.0,0.0,104.0,1.0,105.0,7055.0,0.0,71.80700000999998,71.80700000999998,0.0,1205.6575207710266,,,,,,,,,,,,,,,,28.044452623838175,21.03501353984028,68.95933627339426,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,5.0,0.0,171.0,2.0,68.0,7123.0,0.0,43.105000010000005,43.105000010000005,0.0,1215.0948219299316,,,,,,,,,,,,,,,,14.652325532224287,13.690565160704036,42.16545965899997,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,5.0,0.0,217.0,3.0,47.0,7170.0,0.0,17.90600001000002,17.90600001000002,0.0,1221.8361656665802,,,,,,,,,,,,,,,,5.793051433636805,5.441125826583018,17.657176820873588,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,5.0,0.0,576.0,4.0,360.0,7530.0,0.0,287.30800000999983,287.30800000999983,0.0,1268.5892524719238,,,,,,,,,,,,,,,,127.8528129987,71.837394070366,241.6504906341008,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,5.0,0.0,678.0,5.0,103.0,7633.0,0.0,63.90900001,63.90900001,0.0,1282.4824755191803,,,,,,,,,,,,,,,,22.791910697912094,19.118628533822438,61.64587098980278,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,5.0,0.0,727.0,6.0,50.0,7683.0,0.0,33.106000009999995,33.106000009999995,0.0,1289.6363880634308,,,,,,,,,,,,,,,,11.59483727478553,10.852947957834061,32.570423406942446,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,5.0,0.0,749.0,7.0,23.0,7706.0,0.0,7.6050000099999995,7.6050000099999995,0.0,1293.3930115699768,,,,,,,,,,,,,,,,1.8434325831791698,2.3006790604046783,7.572016509679737,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,5.0,0.0,908.0,8.0,160.0,7866.0,0.0,140.60900001000002,140.60900001000002,0.0,1314.8159730434418,,,,,,,,,,,,,,,,59.843039397236375,41.5824192188183,131.2251819277672,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,5.0,0.0,1064.0,9.0,157.0,8023.0,0.0,127.80700000999998,127.80700000999998,0.0,1335.856617450714,,,,,,,,,,,,,,,,54.19768944405897,36.87404683766888,119.47163208881568,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,5.0,0.0,1322.0,10.0,259.0,8282.0,0.0,222.80500001,222.80500001,0.0,1369.7828013896942,,,,,,,,,,,,,,,,98.32308451360817,59.52212843238774,197.63527948497418,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,5.0,0.0,1414.0,11.0,93.0,8375.0,0.0,67.90600000999997,67.90600000999997,0.0,1382.492460489273,,,,,,,,,,,,,,,,25.976222608987268,20.959658735446034,65.58176929927247,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,5.0,0.0,1479.0,12.0,66.0,8441.0,0.0,46.70800000999999,46.70800000999999,0.0,1391.7148001194,,,,,,,,,,,,,,,,17.013531682210388,15.225330648172084,45.6477682188752,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,5.0,0.0,1524.0,13.0,46.0,8487.0,0.0,25.40600001000002,25.40600001000002,0.0,1398.3173463344574,,,,,,,,,,,,,,,,7.781403799533186,8.171847618578834,25.080917756777787,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,5.0,0.0,1557.0,14.0,34.0,8521.0,0.0,11.606000009999995,11.606000009999995,0.0,1403.3805980682373,,,,,,,,,,,,,,,,3.63495834477418,3.6348881321515414,11.497543928551005,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,5.0,0.0,1596.0,15.0,40.0,8561.0,0.0,16.607000010000014,16.607000010000014,0.0,1409.273090839386,,,,,,,,,,,,,,,,4.24895067284227,5.061793395625248,16.4577486824416,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,5.0,0.0,1665.0,16.0,70.0,8631.0,0.0,42.30600001,42.30600001,0.0,1419.278239250183,,,,,,,,,,,,,,,,17.76421750825184,13.786174858774636,41.121390392322944,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,5.0,0.0,1724.0,17.0,60.0,8691.0,0.0,27.60700001000004,27.60700001000004,0.0,1427.7020466327667,,,,,,,,,,,,,,,,7.283724591815443,8.448295282398764,27.204464723806694,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,5.0,0.0,1753.0,18.0,30.0,8721.0,0.0,14.705000009999996,14.705000009999996,0.0,1432.280347585678,,,,,,,,,,,,,,,,4.155632692592736,4.783383909340519,14.599085747662475,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,5.0,0.0,1889.0,19.0,137.0,8858.0,0.0,106.30600000999998,106.30600000999998,0.0,1450.6637823581696,,,,,,,,,,,,,,,,44.86646274209711,30.360397612351154,100.30446554261746,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,5.0,0.0,2032.0,20.0,144.0,9002.0,0.0,78.00800001,78.00800001,0.0,1470.024527311325,,,,,,,,,,,,,,,,35.22663218706829,22.913274993771974,73.04363524249173,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,6.0,0.0,191.0,1.0,192.0,9194.0,0.0,107.80800001000007,107.80800001000007,0.0,1555.7600078582764,,,,,,,,,,,,,,,,45.111185265865764,25.528137534129474,99.29105467889858,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,6.0,0.0,239.0,2.0,49.0,9243.0,0.0,13.20600000999999,13.20600000999999,0.0,1562.778425693512,,,,,,,,,,,,,,,,3.411839729858331,3.6928926419276915,13.055286989956752,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,6.0,0.0,358.0,3.0,120.0,9363.0,0.0,83.10600000999993,83.10600000999993,0.0,1578.89714717865,,,,,,,,,,,,,,,,33.18307441642278,25.17281625877188,79.23645060505075,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,6.0,0.0,467.0,4.0,110.0,9473.0,0.0,72.90900000999996,72.90900000999996,0.0,1593.7617766857147,,,,,,,,,,,,,,,,29.38558700096706,23.483059045921625,69.77574677366827,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,6.0,0.0,531.0,5.0,65.0,9538.0,0.0,44.70900000999999,44.70900000999999,0.0,1602.8704879283905,,,,,,,,,,,,,,,,15.868756509014545,14.62398460139815,43.73713673015323,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,6.0,0.0,555.0,6.0,25.0,9563.0,0.0,9.105000009999996,9.105000009999996,0.0,1606.8317377567291,,,,,,,,,,,,,,,,2.3201388074702365,2.7827859678646405,9.058375053674387,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,6.0,0.0,798.0,7.0,244.0,9807.0,0.0,206.70600001,206.70600001,0.0,1638.7064368724823,,,,,,,,,,,,,,,,86.67017431140047,57.15543503997661,185.83097863096086,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,6.0,0.0,1001.0,8.0,204.0,10011.0,0.0,184.70700001,184.70700001,0.0,1665.7529668807983,,,,,,,,,,,,,,,,79.67720380789493,52.51965532868813,168.70122886586336,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,6.0,0.0,1141.0,9.0,141.0,10152.0,0.0,107.60600000999999,107.60600000999999,0.0,1684.5168011188507,,,,,,,,,,,,,,,,45.22735593896618,32.62518944156181,101.375545724269,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,6.0,0.0,1514.0,10.0,374.0,10526.0,0.0,238.40600000999956,238.40600000999956,0.0,1733.017415523529,,,,,,,,,,,,,,,,91.12919875582205,58.608781517387364,204.61942830238104,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,6.0,0.0,1637.0,11.0,124.0,10650.0,0.0,88.40700000999998,88.40700000999998,0.0,1749.5824720859528,,,,,,,,,,,,,,,,36.60210931346477,26.45093358738425,83.98892949393777,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,6.0,0.0,1677.0,12.0,41.0,10691.0,0.0,12.507000009999992,12.507000009999992,0.0,1755.5823876857758,,,,,,,,,,,,,,,,3.0217730724571688,3.545459615884755,12.398527614716434,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,6.0,0.0,1715.0,13.0,39.0,10730.0,0.0,13.207000009999993,13.207000009999993,0.0,1761.3337662220001,,,,,,,,,,,,,,,,3.2837945848536623,3.844531213892294,13.09531112690247,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,6.0,0.0,1961.0,14.0,247.0,10977.0,0.0,137.62200000999977,137.62200000999977,0.0,1793.7215640544891,,,,,,,,,,,,,,,,54.35918838598592,32.65980285499377,124.37401368072825,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,6.0,0.0,2199.0,15.0,239.0,11216.0,0.0,186.40800001,186.40800001,0.0,1824.7715601921082,,,,,,,,,,,,,,,,82.76097888787069,53.125764178977356,166.87776479948644,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,6.0,0.0,2397.0,16.0,199.0,11415.0,0.0,103.53100001000006,103.53100001000006,0.0,1851.2081241607666,,,,,,,,,,,,,,,,53.949239932189435,27.82487189386792,92.94199249592252,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,6.0,0.0,2440.0,17.0,44.0,11459.0,0.0,22.408000010000023,22.408000010000023,0.0,1857.7641172409058,,,,,,,,,,,,,,,,6.352008477102101,7.2005637841266426,22.157020666150757,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,6.0,0.0,2683.0,18.0,244.0,11703.0,0.0,175.80600001000002,175.80600001000002,0.0,1889.7304818630219,,,,,,,,,,,,,,,,84.08862192818442,48.568258669622026,155.52799287432558,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,6.0,0.0,2784.0,19.0,102.0,11805.0,0.0,60.10700000999999,60.10700000999999,0.0,1903.5121755599976,,,,,,,,,,,,,,,,24.543535905718223,17.346307523795513,57.68578867219464,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,6.0,0.0,2884.0,20.0,101.0,11906.0,0.0,74.40900000999996,74.40900000999996,0.0,1917.1540455818176,,,,,,,,,,,,,,,,27.545055679045813,23.812503169529258,71.7262206627582,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,7.0,0.0,73.0,1.0,74.0,11980.0,0.0,52.707000009999994,52.707000009999994,0.0,2014.836707830429,,,,,,,,,,,,,,,,19.37697945652372,16.92987183280142,51.34382433400778,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,7.0,0.0,614.0,2.0,542.0,12522.0,0.0,485.40800001,485.40800001,0.0,2084.9045293331146,,,,,,,,,,,,,,,,196.5554944793726,112.09446537851197,379.4509284250843,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,7.0,0.0,662.0,3.0,49.0,12571.0,0.0,9.220000009999984,9.220000009999984,0.0,2091.8959472179413,,,,,,,,,,,,,,,,1.4090568748673082,2.2541903321251797,9.161526806813184,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,7.0,0.0,899.0,4.0,238.0,12809.0,0.0,197.40800001,197.40800001,0.0,2123.0151283740997,,,,,,,,,,,,,,,,80.76722004773318,56.61639491831938,178.44461347215963,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,7.0,0.0,1351.0,5.0,453.0,13262.0,0.0,383.1070000100001,383.1070000100001,0.0,2181.563197374344,,,,,,,,,,,,,,,,157.63011602533342,91.74762752971915,312.17035792447336,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,7.0,0.0,1477.0,6.0,127.0,13389.0,0.0,96.60700000999996,96.60700000999996,0.0,2198.526532649994,,,,,,,,,,,,,,,,37.743276343677294,29.40146151631835,91.94329048117783,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,7.0,0.0,1629.0,7.0,153.0,13542.0,0.0,121.30700000999998,121.30700000999998,0.0,2218.7695162296295,,,,,,,,,,,,,,,,50.27527296717918,34.73089056236512,113.77893745644522,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,7.0,0.0,1728.0,8.0,100.0,13642.0,0.0,72.80600000999998,72.80600000999998,0.0,2232.233606338501,,,,,,,,,,,,,,,,28.974321960631762,21.9351240147104,70.00754968558306,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,7.0,0.0,1770.0,9.0,43.0,13685.0,0.0,19.90600001000002,19.90600001000002,0.0,2238.500177383423,,,,,,,,,,,,,,,,5.728878824863368,6.10037190014371,19.685072171527263,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,7.0,0.0,2063.0,10.0,294.0,13979.0,0.0,237.2080000099999,237.2080000099999,0.0,2277.149140357971,,,,,,,,,,,,,,,,97.14169389113373,62.003792564062685,208.95443813803595,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,7.0,0.0,2308.0,11.0,246.0,14225.0,0.0,174.30800000999994,174.30800000999994,0.0,2309.2761704921722,,,,,,,,,,,,,,,,73.83007801966983,47.343084359795704,156.37600690208313,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,7.0,0.0,2568.0,12.0,261.0,14486.0,0.0,197.70600001,197.70600001,0.0,2343.371831893921,,,,,,,,,,,,,,,,83.38642389650347,52.35356972846624,176.2017315284377,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,7.0,0.0,2752.0,13.0,185.0,14671.0,0.0,112.10700001000002,112.10700001000002,0.0,2367.6946172714233,,,,,,,,,,,,,,,,53.60930509677594,31.995660189137617,102.34523310529858,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,7.0,0.0,2794.0,14.0,43.0,14714.0,0.0,17.20900001000003,17.20900001000003,0.0,2373.9693417549133,,,,,,,,,,,,,,,,4.1646013792484435,5.218528772640638,17.051137889961527,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,7.0,0.0,3268.0,15.0,475.0,15189.0,0.0,430.10600001,430.10600001,0.0,2435.410258293152,,,,,,,,,,,,,,,,181.18001547421144,101.93791943830688,344.5712439191426,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,7.0,0.0,3374.0,16.0,107.0,15296.0,0.0,74.30900000999999,74.30900000999999,0.0,2449.830130815506,,,,,,,,,,,,,,,,30.227900910186303,23.152413759086162,71.17601853205231,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,7.0,0.0,3792.0,17.0,419.0,15715.0,0.0,302.1110000099998,302.1110000099998,0.0,2504.257411003113,,,,,,,,,,,,,,,,118.29839558704025,70.90961113538917,252.91518584045775,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,7.0,0.0,3980.0,18.0,189.0,15904.0,0.0,144.81200001000002,144.81200001000002,0.0,2529.144053697586,,,,,,,,,,,,,,,,58.88421656312558,42.243886513276315,133.87564293907147,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,7.0,0.0,4129.0,19.0,150.0,16054.0,0.0,125.30800000999996,125.30800000999996,0.0,2549.0821392536163,,,,,,,,,,,,,,,,51.072915707316405,38.10570454063093,117.815951521131,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,7.0,0.0,4428.0,20.0,300.0,16354.0,0.0,258.30900001,258.30900001,0.0,2588.1654119491577,,,,,,,,,,,,,,,,113.27101624918852,69.28545744797223,224.66563178327607,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,8.0,0.0,36.0,1.0,37.0,16391.0,0.0,10.31000000999999,10.31000000999999,0.0,2728.7524423599243,,,,,,,,,,,,,,,,2.0586220949893135,2.8615373711610026,10.246135750330717,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,8.0,0.0,227.0,2.0,192.0,16583.0,0.0,174.60600001,174.60600001,0.0,2754.060222864151,,,,,,,,,,,,,,,,75.86860911117195,49.84313724700902,160.27537104080707,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,8.0,0.0,452.0,3.0,226.0,16809.0,0.0,183.90700001,183.90700001,0.0,2783.6379206180573,,,,,,,,,,,,,,,,75.07037320871913,50.735961512079,167.1833493874258,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,8.0,0.0,747.0,4.0,296.0,17105.0,0.0,206.00500000999972,206.00500000999972,0.0,2822.260410785675,,,,,,,,,,,,,,,,74.41416554555839,55.89734699171083,184.23705823229287,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,8.0,0.0,836.0,5.0,90.0,17195.0,0.0,63.407000010000004,63.407000010000004,0.0,2834.480015516281,,,,,,,,,,,,,,,,22.772404261854717,20.350790854793086,61.44169772842335,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,8.0,0.0,918.0,6.0,83.0,17278.0,0.0,36.00600001000004,36.00600001000004,0.0,2845.78315448761,,,,,,,,,,,,,,,,13.4030292145186,9.246465383947777,34.941893507917406,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,8.0,0.0,960.0,7.0,43.0,17321.0,0.0,18.006000010000022,18.006000010000022,0.0,2852.0029010772705,,,,,,,,,,,,,,,,5.093443443209263,5.396567785327546,17.80988527065587,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,8.0,0.0,1026.0,8.0,67.0,17388.0,0.0,42.40700001,42.40700001,0.0,2861.746730327606,,,,,,,,,,,,,,,,14.758556360187978,13.640122896650697,41.47440969992752,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,8.0,0.0,1309.0,9.0,284.0,17672.0,0.0,246.50800001,246.50800001,0.0,2898.819335460663,,,,,,,,,,,,,,,,106.6728688205968,68.59557451504668,216.5361142480193,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,8.0,0.0,1944.0,10.0,636.0,18308.0,0.0,570.5,570.5,0.0,2980.875545501709,,,,,,,,,,,,,,,,232.00378676298413,123.45958597807744,423.6011966021069,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,8.0,0.0,2077.0,11.0,134.0,18442.0,0.0,90.10900000999997,90.10900000999997,0.0,2998.7027559280396,,,,,,,,,,,,,,,,37.594299224745825,27.16453491655938,85.1941523654743,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,8.0,0.0,2539.0,12.0,463.0,18905.0,0.0,424.40700001000005,424.40700001000005,0.0,3058.5993406772614,,,,,,,,,,,,,,,,177.34948409703065,104.10109402539298,342.81435270988163,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,8.0,0.0,2679.0,13.0,141.0,19046.0,0.0,118.00700000999997,118.00700000999997,0.0,3077.2817845344543,,,,,,,,,,,,,,,,49.02751990015332,35.630891110912685,111.25440162560417,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,8.0,0.0,2804.0,14.0,126.0,19172.0,0.0,102.00600001,102.00600001,0.0,3094.1771523952484,,,,,,,,,,,,,,,,43.88828684529228,29.632360102831555,96.6165807350736,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,8.0,0.0,3328.0,15.0,525.0,19697.0,0.0,468.90700001000005,468.90700001000005,0.0,3161.9292969703674,,,,,,,,,,,,,,,,189.23526618102431,112.18076124913439,370.1178383695125,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,8.0,0.0,3400.0,16.0,73.0,19770.0,0.0,48.908000009999995,48.908000009999995,0.0,3171.9637954235077,,,,,,,,,,,,,,,,17.296732938354587,15.69343641057942,47.710345584022484,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,8.0,0.0,3568.0,17.0,169.0,19939.0,0.0,143.10800000999998,143.10800000999998,0.0,3194.6539742946625,,,,,,,,,,,,,,,,60.550105328227836,42.71076800664979,133.06865096582354,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,8.0,0.0,4128.0,18.0,561.0,20500.0,0.0,474.80000000000007,474.80000000000007,0.0,3267.0661063194275,,,,,,,,,,,,,,,,207.186241304896,105.95026876701954,359.13483970896675,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,8.0,0.0,4176.0,19.0,49.0,20549.0,0.0,23.911000010000027,23.911000010000027,0.0,3274.127758026123,,,,,,,,,,,,,,,,6.471090176764279,7.6180471482650844,23.624011693208523,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,8.0,0.0,4453.0,20.0,278.0,20827.0,0.0,235.60700001,235.60700001,0.0,3310.375123977661,,,,,,,,,,,,,,,,104.29689718852865,63.336173901495,206.92368317194962,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
